"[ref]"	"[name]"	"[name_short]"	"[old_name]"	"[branch]"	"iesec:level"	"_data_flag"
101746	"A. Diaz, Sr. Elementary School"	""		""	"1"	"maPaaralan"
102193	"A.P. Santos Elementary School & Special Education Center"	""		""	"0-1"	"maPaaralan"
101283	"A.P. Guevara Integrated School"	""		""	"1"	"maPaaralan"
100216	"Ab-abut Elementary School"	""		""	"1"	"maPaaralan"
100043	"Abaca Elementary School"	""		""	"1"	"maPaaralan"
100554	"Abaccan Elementary School"	""		""	"0-1"	"maPaaralan"
101131	"Abagatanen Integrated School"	""	"Abagatanen Elementary School"	""	"1"	"maPaaralan"
102252	"Abanon Central Elementary School"	""		""	"1"	"maPaaralan"
100307	"Abkir Elementary School"	""		""	"1"	"maPaaralan"
100100	"Ablan Community School"	""		""	"1"	"maPaaralan"
101531	"Abonagan-Bobon Elementary School"	""	"Abonagan Elementary School"	""	"1"	"maPaaralan"
100217	"Abucay Elementary School"	""		""	"1"	"maPaaralan"
101223	"Abunciang Elementary School"	""		""	"1"	"maPaaralan"
100907	"Acao Elementary School"	""		""	"1"	"maPaaralan"
100139	"Acnam-Caray Elementary School"	""		""	"1"	"maPaaralan"
101887	"Acop Elementary School"	""		""	"1"	"maPaaralan"
100160	"Adams Central Elementary School"	""		""	"1"	"maPaaralan"
100700	"Ag-agrao Elementary School"	""		""	"0-1"	"maPaaralan"
100762	"Ag-aguman Elementary School"	""		""	"0-1"	"maPaaralan"
100891	"Ag-na ElementarySchool"	""		""	"1"	"maPaaralan"
100101	"Agaga Elementary School"	""		""	"0-1"	"maPaaralan"
102014	"Agat Elementary School"	""		""	"1"	"maPaaralan"
102226	"Agdao Integrated School"	""	"Agdao Elementary School"	""	"1-2"	"maPaaralan"
100161	"Aggasi Primary School"	""		""	"1"	"maPaaralan"
101132	"Agno Central School"	""		""	"1"	"maPaaralan"
102061	"Agno Elementary School"	""		""	"1"	"maPaaralan"
100801	"Agoo East Central Elementary School"	""		""	"1"	"maPaaralan"
100809	"Agoo West Central Elementary School"	""		""	"1"	"maPaaralan"
100932	"Agpay Elementary School"	""		""	"1"	"maPaaralan"
101149	"Aguilar Central School"	""		""	"1"	"maPaaralan"
100325	"Aguiwas Primary School"	""		""	"1"	"maPaaralan"
100970	"Al-alinao Elementary School"	""		""	"1"	"maPaaralan"
101532	"Alacan-Guilig Elementary School"	""		""	"1"	"maPaaralan"
101166	"Alaminos Central School"	""		""	"1"	"maPaaralan"
100495	"Alangan Elementary School"	""		""	"0-1"	"maPaaralan"
100044	"Alao-ao Primary School"	""		""	"1"	"maPaaralan"
101694	"Alcala Central School"	""		""	"1"	"maPaaralan"
152006	"Alejandro A. Gamboa Elementary School"	""	"Lobong-Alejandro Elementary School"	""	"1"	"maPaaralan"
100308	"Alejo Malasig Elementary School"	""	"Alejo Malasig Primary School"	""	"1"	"maPaaralan"
100555	"Alfonso Primary School"	""		""	"0-1"	"maPaaralan"
101554	"Aliaga Elementary School"	""		""	"1"	"maPaaralan"
101628	"Alibago Elementary School"	""		""	"1"	"maPaaralan"
100858	"Alibangsay Elementary School"	""	"Naguey Primary School"	""	"1"	"maPaaralan"
102015	"Alibeng Elementary School"	""		""	"1"	"maPaaralan"
100326	"Alilem Central School"	""		""	"0-1"	"maPaaralan"
101261	"Alinggan-Banaban Elementary School"	""		""	"1"	"maPaaralan"
101849	"Alipangpang Elementary School"	""		""	"1"	"maPaaralan"
102194	"Alipio N. Ignacio Memorial Elementary School"	""	"Madiladig Elementary School"	""	"0-1"	"maPaaralan"
101807	"Alitaya Elementary School"	""		""	"1"	"maPaaralan"
101502	"Aliwekwek Elementary School"	""		""	"1"	"maPaaralan"
101133	"Allabon Elementary School"	""		""	"1"	"maPaaralan"
100425	"Allangigan Elementary School"	""		""	"1"	"maPaaralan"
100872	"Almeida Elementary School"	""	"Paraoir Community School"	""	"1"	"maPaaralan"
101134	"Aloleng Elementary School"	""		""	"1"	"maPaaralan"
101167	"Alos Elementary School"	""		""	"1"	"maPaaralan"
100288	"Alsem Elementary School"	""	"Alsem Barangay School"	""	"0-1"	"maPaaralan"
100462	"Aluling Elementary School"	""		""	"0-1"	"maPaaralan"
101850	"Ama-Talo Elementary School"	""		""	"1"	"maPaaralan"
102016	"Amagbagan Integrated School"	""	"Amagbagan Elementary School"	""	"1"	"maPaaralan"
101441	"Amalbalan Elementary School"	""		""	"1"	"maPaaralan"
101116	"Amallapay Elementary School"	""		""	"1"	"maPaaralan"
102119	"Amamperez Elementary School"	""		""	"1"	"maPaaralan"
101616	"Amanaoac Elementary School"	""		""	"1"	"maPaaralan"
101284	"Amancosiling Elementary School"	""		""	"1"	"maPaaralan"
101168	"Amandiego Elementary School"	""		""	"1"	"maPaaralan"
101169	"Amangbangan Elementary School"	""		""	"1"	"maPaaralan"
101262	"Amanperez Elementary School"	""		""	"1"	"maPaaralan"
100664	"Amarao Elementary School"	""		""	"1"	"maPaaralan"
101224	"Ambabaay Elementary School"	""		""	"1"	"maPaaralan"
101918	"Ambalangan Dalin Elementary School"	""		""	"1"	"maPaaralan"
100763	"Ambalayat Integrated School"	""	"Ambalayat Elementary School"	""	"1-2"	"maPaaralan"
100996	"Ambalite Elementary School"	""		""	"1"	"maPaaralan"
100997	"Ambangonan Elementary School"	""		""	"1"	"maPaaralan"
100971	"Ambaracao Sur Elementary School"	""	"Magungunay Elementary School"	""	"1"	"maPaaralan"
101285	"Ambayat Elementary School"	""		""	"1"	"maPaaralan"
100802	"Ambitacay Elementary School"	""		""	"1"	"maPaaralan"
101089	"Ambitacay Elementary School"	""		""	"1"	"maPaaralan"
101415	"Ambonao Elementary School"	""		""	"1"	"maPaaralan"
100628	"Ambucao Elementary School"	""	"Ambucao Primary School"	""	"0-1"	"maPaaralan"
101428	"Ambuetel Elementary School"	""		""	"1"	"maPaaralan"
100513	"Ambulogan Elementary School"	""	"Labuac Elementary School"	""	"1"	"maPaaralan"
100426	"Amguid Elementary School"	""	"Amguid Primary School"	""	"1"	"maPaaralan"
100327	"Amilongan Elementary School"	""		""	"1"	"maPaaralan"
101005	"Amlang Elementary School"	""		""	"1"	"maPaaralan"
101047	"Amontoc Elementary School"	""		""	"1"	"maPaaralan"
100701	"Ampuagan Elementary School"	""		""	"0-1"	"maPaaralan"
101946	"An-anonas Elementary School"	""		""	"0-1"	"maPaaralan"
100328	"Anaao Elementary School"	""		""	"1"	"maPaaralan"
101252	"Anambongan Elementary School"	""		""	"1"	"maPaaralan"
101400	"Anapao Elementary School"	""		""	"1"	"maPaaralan"
101202	"Anda Central School"	""		""	"1"	"maPaaralan"
101592	"Andangin-Baracbac Elementary School"	""		""	"1"	"maPaaralan"
101117	"Anduyan Elementary School"	""		""	"1"	"maPaaralan"
101384	"Angarian Elementary School"	""		""	"1"	"maPaaralan"
101672	"Angatel Elementary School"	""		""	"1"	"maPaaralan"
100972	"Angcaoay Elementary School"	""		""	"1"	"maPaaralan"
101919	"Angio Elementary School"	""		""	"1"	"maPaaralan"
102078	"Annam Elementary School"	""		""	"1"	"maPaaralan"
102227	"Ano Elementary School"	""		""	"1"	"maPaaralan"
101808	"Anolid Elementary School"	""		""	"1"	"maPaaralan"
101150	"Anonang Elementary School"	""		""	"1"	"maPaaralan"
101920	"Anonang Elementary School"	""		""	"1"	"maPaaralan"
100453	"Anonang-Naguilian Community School"	""		""	"1"	"maPaaralan"
102286	"Anonas East Elementary School"	""		""	"0-1"	"maPaaralan"
102285	"Anonas Elementary School"	""		""	"1"	"maPaaralan"
100386	"Ansad Elementary School"	""		""	"1"	"maPaaralan"
100514	"Anteng Primary School"	""		""	"1"	"maPaaralan"
100686	"Antero P. Hermosura Elementary School"	""		""	"0-1"	"maPaaralan"
102236	"Antipangol Elementary School"	""		""	"0-1"	"maPaaralan"
101048	"Antonino Memorial Elementary School"	""		""	"1"	"maPaaralan"
101695	"Anulid Elementary School"	""		""	"1"	"maPaaralan"
100001	"Apaleng-Libtong Elementary School"	""	"Apaleng-Libtong Primary School"	""	"0-1"	"maPaaralan"
100329	"Apang Elementary School"	""		""	"1"	"maPaaralan"
100387	"Apatot Community School"	""	"Apatot Elementary School"	""	"1"	"maPaaralan"
100873	"Apatut Elementary School"	""		""	"1"	"maPaaralan"
102182	"Apaya Elementary School"	""		""	"0-1"	"maPaaralan"
100330	"Apaya Elementary School"	""		""	"1"	"maPaaralan"
101555	"Apaya Elementary School"	""		""	"1"	"maPaaralan"
151502	"Aplaya Elementary School"	""		""	"1"	"maPaaralan"
102237	"Aponit Elementary School"	""		""	"1"	"maPaaralan"
101225	"Aporao Elementary School"	""		""	"1"	"maPaaralan"
100515	"Aquib Primary School"	""		""	"1"	"maPaaralan"
101253	"Aquilino Banaag Elementary School"	""	"Mapolopolo Elementary School"	""	"1"	"maPaaralan"
100874	"Ar-arampang Elementary School"	""		""	"1"	"maPaaralan"
100024	"Ar-arusip Elementary School"	""		""	"1"	"maPaaralan"
100399	"Aragan Elementary School"	""	"Aragan Primary School"	""	"1"	"maPaaralan"
101921	"Aramal Elementary School"	""		""	"1"	"maPaaralan"
100556	"Arangin-Dinaratan Elementary School"	""		""	"0-1"	"maPaaralan"
100496	"Arinaya Primary School"	""		""	"0-1"	"maPaaralan"
150001	"Aring Elementary School"	""	"Aring Primary School"	""	"1"	"maPaaralan"
100819	"Aringay Central Elementary School"	""		""	"1"	"maPaaralan"
101719	"Ariston Este Elementary School"	""		""	"1"	"maPaaralan"
101720	"Ariston-Bantog Elementary School"	""		""	"1"	"maPaaralan"
100400	"Arnap Elementary School"	""		""	"1"	"maPaaralan"
101338	"Arnedo Elementary School"	""		""	"1"	"maPaaralan"
101135	"Aroas Elementary School"	""		""	"1"	"maPaaralan"
100841	"Arosip Elementary School"	""		""	"1"	"maPaaralan"
101747	"Artacho Elementary School"	""		""	"1"	"maPaaralan"
102017	"Artacho Elementary School"	""		""	"0-1"	"maPaaralan"
101203	"Aruab Elementary School"	""		""	"1"	"maPaaralan"
101226	"Arwas Elementary School"	""		""	"1"	"maPaaralan"
101947	"Arzadon Elementary School"	""		""	"1"	"maPaaralan"
102018	"Asan Sur Elementary School"	""		""	"1"	"maPaaralan"
100591	"Asilang Primary School"	""		""	"0-1"	"maPaaralan"
101533	"Asin Este Elementary School"	""		""	"1"	"maPaaralan"
101372	"Asinan Elementary School"	""		""	"1"	"maPaaralan"
101721	"Asingan North Central School"	""		""	"1"	"maPaaralan"
100251	"Asuncion Elementary School"	""		""	"1"	"maPaaralan"
101373	"Asuncion Elementary School"	""		""	"1"	"maPaaralan"
101696	"Atainan Elementary School"	""		""	"1"	"maPaaralan"
101263	"Ataynan Elementary School"	""		""	"1"	"maPaaralan"
101458	"Atel-Batang Elementary School"	""		""	"1"	"maPaaralan"
101204	"Awag Elementary School"	""		""	"1"	"maPaaralan"
101931	"Awai Elementary School"	""		""	"1"	"maPaaralan"
101205	"Awile Elementary School"	""		""	"1"	"maPaaralan"
100957	"Ayaoan Elementary School"	""		""	"1"	"maPaaralan"
100427	"Ayudante Elementary School"	""		""	"1"	"maPaaralan"
100783	"Ayusan-Paoa Elementary School"	""		""	"1"	"maPaaralan"
100089	"Baay Elementary School"	""		""	"1"	"maPaaralan"
101491	"Baay Elementary School"	""		""	"1"	"maPaaralan"
100859	"Baay Integrated School"	""	"Baay Elementary School"	""	"0-3"	"maPaaralan"
100463	"Bab-asig Primary School"	""		""	"0-1"	"maPaaralan"
100702	"Babal-lasioan Elementary School"	""		""	"0-1"	"maPaaralan"
101791	"Babasit Elementary School"	""		""	"0-1"	"maPaaralan"
100665	"Babayoan Elementary School"	""		""	"1"	"maPaaralan"
101459	"Babuyan Elementary School"	""	"Babuyan Primary School"	""	"1"	"maPaaralan"
102128	"Bacag Central School"	""		""	"1"	"maPaaralan"
102129	"Bacag East Elementary School"	""		""	"1"	"maPaaralan"
102130	"Bacag West Elementary School"	""		""	"1"	"maPaaralan"
100002	"Bacarra Central Elementary School"	""		""	"1"	"maPaaralan"
102154	"Bacayao Sur Elementary School"	""		""	"1"	"maPaaralan"
100908	"Baccuit Elementary School"	""		""	"1"	"maPaaralan"
102253	"Bacnar Elementary School"	""		""	"1"	"maPaaralan"
101513	"Bacnit Integrated School"	""	"Bacnit Elementary School"	""	"1"	"maPaaralan"
101264	"Bacnono Elementary School"	""		""	"1"	"maPaaralan"
101060	"Bacsayan Elementary School"	""		""	"1"	"maPaaralan"
100666	"Bacsayan Primary School"	""		""	"1"	"maPaaralan"
100592	"Bacsil Community School"	""	"Bacsil Elementary School"	""	"1"	"maPaaralan"
100128	"Bacsil Elementary School"	""		""	"1"	"maPaaralan"
102205	"Bacsil Elementary School"	""		""	"0-1"	"maPaaralan"
100803	"Bacsil Elementary School"	""		""	"1"	"maPaaralan"
100045	"Bacsil Primary School"	""		""	"1"	"maPaaralan"
100180	"Bacsil Primary School"	""		""	"0-1"	"maPaaralan"
102268	"Bactad Community School"	""	"Bactad Proper Elementary School"	""	"1"	"maPaaralan"
102267	"Bactad East Elementary School"	""		""	"1"	"maPaaralan"
151518	"Bacundao East Primary School"	""		""	"1"	"maPaaralan"
101534	"Bacundao Elementary School"	""		""	"1"	"maPaaralan"
101104	"Badang Elementary School"	""	"Badang Primary School"	""	"1"	"maPaaralan"
100234	"Badio Elementary School"	""		""	"1"	"maPaaralan"
102269	"Badipa Elementary School"	""		""	"1"	"maPaaralan"
100025	"Badoc North Central School"	""		""	"1"	"maPaaralan"
100026	"Badoc South Central School & Special Education Center"	""		""	"1"	"maPaaralan"
100428	"Bagani Elementary School"	""		""	"1"	"maPaaralan"
100429	"Bagani Tocgo Elementary School"	""		""	"1"	"maPaaralan"
100430	"Bagar Elementary School"	""		""	"1"	"maPaaralan"
100274	"Bagbag Elementary School"	""		""	"1"	"maPaaralan"
100917	"Bagbag Elementary School"	""		""	"1"	"maPaaralan"
100275	"Bagbago Elementary School"	""		""	"1"	"maPaaralan"
150502	"Bagbagotot Primary School"	""		""	"0-1"	"maPaaralan"
100454	"Baggoc-Pantay Quitiquit Elementary School"	""		""	"1"	"maPaaralan"
100289	"Bago Elementary School"	""		""	"1"	"maPaaralan"
101792	"Baguinay Elementary School"	""		""	"1"	"maPaaralan"
100860	"Bagulin Central Elementary School"	""		""	"1"	"maPaaralan"
150013	"Bagut Elementary School"	""	"Bagut Primary School"	""	"1"	"maPaaralan"
101090	"Bail Elementary School"	""		""	"1"	"maPaaralan"
101888	"Bakit-bakit Elementary School"	""	"Bakit-bakit Primary School"	""	"1"	"maPaaralan"
101556	"Bakitiw Elementary School"	""		""	"1"	"maPaaralan"
102040	"Bal-loy Elementary School"	""		""	"1"	"maPaaralan"
102183	"Balacad Elementary School"	""		""	"0-1"	"maPaaralan"
101863	"Balacag Elementary School"	""		""	"1"	"maPaaralan"
101323	"Balagan Elementary School"	""		""	"1"	"maPaaralan"
100368	"Balaleng Elementary School"	""		""	"1"	"maPaaralan"
101673	"Balangay Elementary School"	""		""	"1"	"maPaaralan"
101492	"Balangobong Elementary School"	""		""	"1"	"maPaaralan"
101170	"Balangobong Elementary School"	""		""	"1"	"maPaaralan"
101769	"Balangobong-San Pablo Elementary School"	""		""	"1"	"maPaaralan"
100743	"Balangsay Primary School"	""		""	"1"	"maPaaralan"
101416	"Balani-Parongking Elementary School"	""		""	"1"	"maPaaralan"
100875	"Balaoan Central Elementary School"	""		""	"1"	"maPaaralan"
101091	"Balaoc Elementary School"	""		""	"1"	"maPaaralan"
100162	"Balaoi Primary School"	""	"Balaoi Elementary School"	""	"1"	"maPaaralan"
102184	"Balatong Integrated School"	""	"Balatong Elementary School"	""	"0-3"	"maPaaralan"
100810	"Balawarte Elementary School"	""		""	"1"	"maPaaralan"
102238	"Balaya Elementary School"	""		""	"1"	"maPaaralan"
101171	"Balayang Elementary School"	""		""	"1"	"maPaaralan"
101265	"Balaybuaya Elementary School"	""		""	"1"	"maPaaralan"
101061	"Balballosa Elementary School"	""		""	"1"	"maPaaralan"
102239	"Baldog Elementary School"	""		""	"1"	"maPaaralan"
100973	"Balecbec Elementary School"	""		""	"1"	"maPaaralan"
101172	"Baleyadaan Elementary School"	""		""	"1"	"maPaaralan"
100090	"Baligat Elementary School"	""		""	"1"	"maPaaralan"
102000	"Baligayan Elementary School"	""		""	"1"	"maPaaralan"
101889	"Balincanaway Elementary School"	""		""	"1"	"maPaaralan"
100431	"Balingaoan Elementary School"	""		""	"1"	"maPaaralan"
101339	"Balingasay Elementary School"	""		""	"1"	"maPaaralan"
101417	"Balingit Constantino-Lasip Elementary School"	""		""	"1"	"maPaaralan"
101629	"Balingueo Elementary School"	""		""	"1"	"maPaaralan"
101770	"Balisa Elementary School"	""		""	"1"	"maPaaralan"
101535	"Balite Elementary School"	""		""	"1"	"maPaaralan"
102254	"Balite Sur Elementary School"	""	"Balite Sur Community School"	""	"1"	"maPaaralan"
101227	"Ballag Elementary School"	""		""	"1"	"maPaaralan"
100909	"Ballay Elementary School"	""		""	"1"	"maPaaralan"
101655	"Ballog Elementary School"	""		""	"1"	"maPaaralan"
101503	"Balococ Elementary School"	""		""	"1"	"maPaaralan"
101324	"Balogo Elementary School"	""		""	"0-1"	"maPaaralan"
101617	"Baloling Elementary School"	""		""	"1"	"maPaaralan"
100557	"Baluarte Elementary School"	""		""	"0-1"	"maPaaralan"
101729	"Balungao Central School"	""		""	"1"	"maPaaralan"
101748	"Baluyot Elementary School"	""		""	"1"	"maPaaralan"
151511	"Bamban Norte Elementary School"	""	"Bamban Norte Primary School"	""	"1"	"maPaaralan"
101460	"Bamban Sur Elementary School"	""		""	"1"	"maPaaralan"
101385	"Bañaga Elementary School"	""		""	"1"	"maPaaralan"
100618	"Banaoang Community School"	""		""	"0-1"	"maPaaralan"
101639	"Banaoang Central School"	""		""	"1"	"maPaaralan"
101418	"Banaoang Elementary School"	""		""	"1"	"maPaaralan"
100369	"Banaoang Primary School"	""		""	"1"	"maPaaralan"
150503	"Banay Primary School"	""		""	"1"	"maPaaralan"
100346	"Banayoyo Central School"	""		""	"0-1"	"maPaaralan"
100046	"Banban Elementary School"	""		""	"1"	"maPaaralan"
101076	"Banbanaba Elementary School"	""		""	"1"	"maPaaralan"
100974	"Bancagan Elementary School"	""		""	"1"	"maPaaralan"
100533	"Bandril Primary School"	""		""	"1"	"maPaaralan"
100331	"Banga Elementary School"	""		""	"1"	"maPaaralan"
100464	"Bangaan Primary School"	""		""	"1"	"maPaaralan"
100892	"Bangaoilan Elementary School"	""		""	"1"	"maPaaralan"
100893	"Bangar Central Elementary School"	""		""	"1"	"maPaaralan"
101021	"Bangbangolan Elementary School"	""		""	"1"	"maPaaralan"
100744	"Bangcag Elementary School"	""	"Bangcag Primary School"	""	"0-1"	"maPaaralan"
100516	"Banglayan Elementary School"	""		""	"1"	"maPaaralan"
100058	"Bangsar Elementary School"	""		""	"1"	"maPaaralan"
100013	"Bangsirit Elementary School"	""	"Bangsirit Primary School"	""	"1"	"maPaaralan"
100047	"Bangui Central Elementary School"	""		""	"1"	"maPaaralan"
101228	"Bani East Integrated School"	""	"Bani East Central School"	""	"1"	"maPaaralan"
102240	"Bani Elementary School"	""		""	"1"	"maPaaralan"
101006	"Bani Elementary School"	""		""	"1"	"maPaaralan"
101266	"Bani Elementary School"	""		""	"1"	"maPaaralan"
101229	"Bani West Central School"	""		""	"1"	"maPaaralan"
100347	"Banlo Elementary School"	""		""	"0-1"	"maPaaralan"
100059	"Banna Central Elementary School"	""		""	"1"	"maPaaralan"
150519	"Banoen Primary School"	""		""	"1"	"maPaaralan"
101230	"Banog Norte Elementary School"	""		""	"1"	"maPaaralan"
101231	"Banog Sur Elementary School"	""		""	"1"	"maPaaralan"
100370	"Bantay East Central School"	""		""	"1"	"maPaaralan"
101593	"Bantay Elementary School"	""		""	"1"	"maPaaralan"
102019	"Bantay Insik Integrated School"	""	"Bantay Insik Elementary School"	""	"1-2"	"maPaaralan"
100371	"Bantay West Central School"	""		""	"1"	"maPaaralan"
101504	"Bantayan Elementary School"	""		""	"1"	"maPaaralan"
101594	"Bantocaling Elementary School"	""	"Bantocaling Primary School"	""	"1"	"maPaaralan"
102041	"Bantog-Capandanan Elementary School"	""		""	"1"	"maPaaralan"
102094	"Bantug Elementary School"	""	"Bantug ANP Pilot School"	""	"1"	"maPaaralan"
101851	"Bantugan Elementary School"	""		""	"1"	"maPaaralan"
100534	"Bantugo-Mission Elementary School"	""		""	"1"	"maPaaralan"
100348	"Banucal Elementary School"	""	"Banucal Primary School"	""	"0-1"	"maPaaralan"
101640	"Banzal Elementary School"	""		""	"1"	"maPaaralan"
150010	"Baoa East Elementary School"	""		""	"0-1"	"maPaaralan"
100091	"Baoa Elementary School"	""		""	"1"	"maPaaralan"
101654	"Baquioen Elementary School"	""		""	"1"	"maPaaralan"
100252	"Barabar Elementary School"	""		""	"1"	"maPaaralan"
100639	"Baracbac-Nagongburan Elementary School"	""		""	"1"	"maPaaralan"
100764	"Baracbac Community School"	""		""	"0-1"	"maPaaralan"
102095	"Baracbac Elementary School"	""	"Baracbac Community School"	""	"1"	"maPaaralan"
100558	"Baracbac Primary School"	""		""	"0-1"	"maPaaralan"
101536	"Barang Elementary School"	""		""	"1"	"maPaaralan"
100140	"Barangobong Elementary School"	""		""	"1"	"maPaaralan"
101831	"Barangobong Elementary School"	""		""	"1"	"maPaaralan"
102062	"Barangobong Elementary School"	""		""	"1"	"maPaaralan"
102120	"Barangobong Elementary School"	""		""	"1"	"maPaaralan"
101022	"Baraoas Elementary School"	""		""	"1"	"maPaaralan"
100975	"Baraoas Sur Elementary School"	""	"Baraoas Elementary School"	""	"1"	"maPaaralan"
102079	"Barat Elementary School"	""		""	"1"	"maPaaralan"
100910	"Baratao Primary School"	""		""	"1"	"maPaaralan"
100593	"Barbar Elementary School"	""		""	"0-1"	"maPaaralan"
100235	"Barbar Primary School"	""		""	"1"	"maPaaralan"
100060	"Barbarangay Elementary School"	""		""	"1"	"maPaaralan"
100497	"Barbarit Elementary School"	""		""	"0-1"	"maPaaralan"
100276	"Barcelona Elementary School"	""		""	"1"	"maPaaralan"
100118	"Baresbes Elementary School"	""		""	"0-1"	"maPaaralan"
101809	"Bari Elementary School"	""		""	"1"	"maPaaralan"
150018	"Barikir Primary School"	""		""	"0-1"	"maPaaralan"
100640	"Barikir Primary School"	""		""	"1"	"maPaaralan"
100745	"Baringcucurong Elementary School"	""		""	"0-1"	"maPaaralan"
100976	"Bariquir Elementary School"	""	"Bariquir Primary School"	""	"1"	"maPaaralan"
102206	"Barit Elementary School"	""		""	"0-1"	"maPaaralan"
101793	"Baritao Elementary School"	""		""	"1"	"maPaaralan"
101514	"Barlo Integrated School"	""	"Barlo Elementary School"	""	"1"	"maPaaralan"
100119	"Barong Elementary School"	""		""	"1"	"maPaaralan"
100842	"Baroro Elementary School"	""		""	"1"	"maPaaralan"
102131	"Barraca Community School"	""	"Barraca Elementary School"	""	"1"	"maPaaralan"
100950	"Barrientos Elementary School"	""		""	"1"	"maPaaralan"
101136	"Baruan Elementary School"	""		""	"1"	"maPaaralan"
100048	"Baruyen Elementary School"	""		""	"1"	"maPaaralan"
100820	"Basca Elementary School"	""		""	"1"	"maPaaralan"
101286	"Bascos-Manambong Parte Elementary School"	""		""	"1"	"maPaaralan"
101105	"Basig Elementary School"	""	"Basig Primary School"	""	"1"	"maPaaralan"
101932	"Basilio B. Villanueva Elementary School"	""	"Bolo Elementary School"	""	"1"	"maPaaralan"
101325	"Basing Elementary School"	""		""	"1"	"maPaaralan"
101505	"Basing Elementary School"	""		""	"1"	"maPaaralan"
101254	"Basista Central School"	""		""	"1"	"maPaaralan"
100619	"Basug Community School"	""		""	"1"	"maPaaralan"
101674	"Batancaoa North Elementary School"	""		""	"1"	"maPaaralan"
101675	"Batancaoa South Elementary School"	""		""	"1"	"maPaaralan"
100332	"Batbato Elementary School"	""		""	"0-1"	"maPaaralan"
101832	"Batchelor Elementary School"	""		""	"1"	"maPaaralan"
100746	"Batiangan Elementary School"	""	"Batiangan Primary School"	""	"0-1"	"maPaaralan"
101206	"Batiarao Elementary School"	""		""	"1"	"maPaaralan"
101656	"Batidape Community School"	""		""	"1"	"maPaaralan"
100977	"Bato Elementary School"	""		""	"1"	"maPaaralan"
100911	"Bauang North Central School"	""	"Bauang Community School"	""	"1"	"maPaaralan"
101676	"Baug Elementary School"	""		""	"1"	"maPaaralan"
101749	"Bautista Central School"	""		""	"1"	"maPaaralan"
100912	"Bawanta Elementary School"	""	"Pottot Community School"	""	"1"	"maPaaralan"
100349	"Bay-asan Primary School"	""		""	"0-1"	"maPaaralan"
101077	"Bay-o Elementary School"	""		""	"1"	"maPaaralan"
101049	"Bayabas Primary School"	""		""	"1"	"maPaaralan"
101267	"Bayambang Central School"	""		""	"1"	"maPaaralan"
101461	"Bayambang Elementary School"	""		""	"1"	"maPaaralan"
101677	"Bayaoas Integrated School"	""	"Bayaoas Elementary School"	""	"1-2"	"maPaaralan"
100811	"Baybay Elementary School"	""		""	"1"	"maPaaralan"
101151	"Baybay Elementary School"	""		""	"1"	"maPaaralan"
101309	"Baybay Elementary School"	""		""	"1"	"maPaaralan"
101657	"Baybay Elementary School"	""		""	"1"	"maPaaralan"
100559	"Baybayading Primary School"	""		""	"1"	"maPaaralan"
100465	"Baybayatin Primary School"	""		""	"1"	"maPaaralan"
100102	"Bayog Elementary School"	""	"Bayog Primary School"	""	"0-1"	"maPaaralan"
100613	"Bayubay Elementary School"	""		""	"0-1"	"maPaaralan"
100667	"Bayugao Primary School"	""		""	"1"	"maPaaralan"
100765	"Becques Community School"	""		""	"1"	"maPaaralan"
101340	"Beda Elementary School"	""		""	"1"	"maPaaralan"
101578	"Bedania Elementary School"	""		""	"1"	"maPaaralan"
101268	"Beleng Elementary School"	""		""	"1"	"maPaaralan"
100088	"Benigno Macadaeg Memorial Elementary School"	""		""	"1"	"maPaaralan"
100350	"Bequi-Walin Elementary School"	""	"Bequi-Walin Primary School"	""	"0-1"	"maPaaralan"
101944	"Bernabe Q. Biagtan Elementary School"	""	"Santo Tomas Elementary School"	""	"1"	"maPaaralan"
101571	"Bernabe Q. Jimenez Elementary School"	""		""	"1"	"maPaaralan"
100657	"Bernardo P. Ragasa Elementary School"	""	"Tamorong Elementary School"	""	"1"	"maPaaralan"
101697	"Bersamin Elementary School"	""		""	"1"	"maPaaralan"
100668	"Besalan Elementary School"	""		""	"1"	"maPaaralan"
100388	"Bessang Elementary School"	""		""	"1"	"maPaaralan"
100703	"Bia-o Elementary School"	""		""	"0-1"	"maPaaralan"
101557	"Biba Elementary School"	""		""	"1"	"maPaaralan"
101269	"Bical Elementary School"	""		""	"1"	"maPaaralan"
100236	"Bicbica Primary School"	""		""	"1"	"maPaaralan"
100560	"Bidbiday Elementary School"	""		""	"0-1"	"maPaaralan"
100141	"Biding Elementary School"	""	"Biding Central Elementary School"	""	"1"	"maPaaralan"
101310	"Biec Elementary School"	""		""	"1"	"maPaaralan"
100913	"Bigbiga Elementary School"	""		""	"1"	"maPaaralan"
101904	"Bigbiga Elementary School"	""		""	"1"	"maPaaralan"
100092	"Bil-loca Elementary School"	""		""	"1"	"maPaaralan"
102132	"Bila Elementary School"	""		""	"1"	"maPaaralan"
100933	"Bilis Elementary School"	""		""	"1"	"maPaaralan"
100766	"Bimmanga Community School"	""		""	"1"	"maPaaralan"
100110	"Bimmanga Elementary School"	""		""	"1"	"maPaaralan"
100979	"Bimmotobot 2 Upper Primary School"	""		""	"1"	"maPaaralan"
101341	"Binabalian Elementary School"	""		""	"1"	"maPaaralan"
100641	"Binacud Integrated School"	""	"Binacud Elementary School"	""	"1"	"maPaaralan"
151523	"Binalay Elementary School"	""		""	"1"	"maPaaralan"
