"[ref]"	"[name]"	"[name_short]"	"[old_name]"	"[branch]"	"iesec:level"	"_data_flag"
102103	"Diket Elementary School"	""		""	"1"	"maPaaralan"
101852	"Dilan Integrated School"	""	"Dilan Elementary School"	""	"1-2"	"maPaaralan"
100200	"Dilanis Elementary School"	""		""	"1"	"maPaaralan"
100201	"Dilavo Elementary School"	""		""	"1"	"maPaaralan"
100671	"Dili Elementary School"	""		""	"1"	"maPaaralan"
100294	"Dimamaga Elementary School"	""		""	"0-1"	"maPaaralan"
101389	"Dimantal Elementary School"	""		""	"1"	"maPaaralan"
101430	"Dinalaoan Elementary School"	""		""	"1"	"maPaaralan"
100520	"Dinalaoan Primary School"	""		""	"1"	"maPaaralan"
100120	"Dingras Central Elementary School"	""		""	"1"	"maPaaralan"
100130	"Dingras West Central Elementary School"	""		""	"1"	"maPaaralan"
100474	"Dinwede Elementary School"	""		""	"0-1"	"maPaaralan"
100295	"Dipilat Elementary School"	""		""	"1"	"maPaaralan"
101210	"Dolaoan Elementary School"	""		""	"1"	"maPaaralan"
101463	"Doliman Elementary School"	""		""	"1"	"maPaaralan"
101495	"Domalandan Center Integrated School"	""		""	"1-2"	"maPaaralan"
101496	"Domalandan East Elementary School"	""		""	"1"	"maPaaralan"
101714	"Domanpot Elementary School"	""		""	"1"	"maPaaralan"
101139	"Don A. Evangelista Memorial Elementary School"	""	"Bangan-Oda Elementary School"	""	"0-1"	"maPaaralan"
102104	"Don Alberto Vergara Elementary School"	""		""	"1"	"maPaaralan"
102292	"Don Alipio Fernandez, Sr. Integrated School"	""	"Don Alipio Fernandez, Sr. Memorial School"	""	"1-2"	"maPaaralan"
102293	"Don Amadeo Perez, Sr. Memorial Central School"	""		""	"1"	"maPaaralan"
102294	"Don Amadeo Perez, Sr. Memorial Central School – East"	""		""	"1"	"maPaaralan"
102295	"Don Amadeo Perez, Sr. Memorial Central School – West"	""		""	"1"	"maPaaralan"
102279	"Don Andres Maiquez Memorial School"	""	"Palina West Elementary School"	""	"1"	"maPaaralan"
101405	"Don Antonio Bonilla Elementary School"	""		""	"1"	"maPaaralan"
101406	"Don Antonio Bonilla Memorial Elementary School – Annex"	""		"Papallasen Elementary School"	"1"	"maPaaralan"
101868	"Don Benito Elementary School"	""		""	"1"	"maPaaralan"
102281	"Don Clemente Blanco Memorial Elementary School"	""	"Sugcong Elementary School"	""	"1"	"maPaaralan"
101853	"Don Domingo Magno Elementary School"	""		""	"1"	"maPaaralan"
100599	"Don F. Quilala Memorial Elementary School"	""		""	"0-1"	"maPaaralan"
102296	"Don Felipe Maramba Elementary School"	""		""	"0-1"	"maPaaralan"
101745	"Don Francisco Tuliao Elementary School"	""		""	"1"	"maPaaralan"
101812	"Don Gregorio I. Magno Elementary School"	""		""	"1"	"maPaaralan"
101723	"Don H. Velasco Community School"	""	"Coldit Community School"	""	"1"	"maPaaralan"
101011	"Don Jose Bernal Elementary School"	""		""	"1"	"maPaaralan"
101445	"Don Juan Bernal, Sr. Elementary School"	""	"Hermosa Elementary School"	""	"1"	"maPaaralan"
102004	"Don Luis Domingo, Sr. Elementary School"	""		""	"1"	"maPaaralan"
102027	"Don Manuel I. Venezuela Elementary School"	""		""	"1"	"maPaaralan"
100241	"Don Mariano Marcos Memorial School"	""		""	"1"	"maPaaralan"
101681	"Don Martin Palisoc Elementary School"	""		""	"1"	"maPaaralan"
101407	"Don Matias Elementary School"	""		""	"1"	"maPaaralan"
101788	"Don Maximo G. Gombio Integrated School"	""	"Panaga-Tabao Elementary School"	""	"1-2"	"maPaaralan"
102105	"Don Montano Elementary School"	""		""	"1"	"maPaaralan"
153503	"Don Pablo C. Tulagan Elementary School"	""		""	"1"	"maPaaralan"
101561	"Don Pedro Elementary School"	""		""	"1"	"maPaaralan"
100691	"Don Pedro Festejo Memorial School"	""		""	"0-1"	"maPaaralan"
101689	"Don Pio Elementary School"	""	"Pisuac Elementary School"	""	"1"	"maPaaralan"
101784	"Don Rufino Tabayoyong Central School"	""		""	"1"	"maPaaralan"
101724	"Don Teodorico Bauzon Elementary School"	""		""	"1"	"maPaaralan"
100984	"Don Tomas R. Mendoza Elementary School"	""	"Ribsuan Community School"	""	"1"	"maPaaralan"
102266	"Don Valentin M. Ordoñez Memorial School"	""	"Awed Elementary School"	""	"1"	"maPaaralan"
102028	"Don Valentin Torres Integrated School"	""	"Don Valentin Torres Elementary School"	""	"0-3"	"maPaaralan"
153505	"Don Vicente G. Ferrer Elementary School"	""		""	"1"	"maPaaralan"
100941	"Doña Antonia Maglaya Elementary School"	""		""	"1"	"maPaaralan"
102057	"Doña Aurea Elementary School"	""	"Doña Aurea Community School"	""	"1"	"maPaaralan"
101158	"Doña Catalina Elementary School"	""		""	"1"	"maPaaralan"
101796	"Doña Consolacion Santa Maria Elementary School"	""		""	"1"	"maPaaralan"
102141	"Doña Consuelo S. Perez Elementary School"	""	"Pantal Elementary School"	""	"1"	"maPaaralan"
102127	"Doña Felisa Navarro Elementary School"	""		""	"1"	"maPaaralan"
100112	"Doña Josefa Marcos Elementary School"	""		""	"1"	"maPaaralan"
102082	"Doña Nena Elementary School"	""	"Doña Nena Primary School"	""	"1"	"maPaaralan"
101583	"Dorongan Elementary School"	""		""	"1"	"maPaaralan"
151516	"Dorongan Silag Elementary School"	""		""	"1"	"maPaaralan"
101292	"Dosoc Elementary School"	""		""	"1"	"maPaaralan"
101431	"Doyong Centro Elementary School"	""		""	"1"	"maPaaralan"
102218	"Doyong Elementary School"	""		""	"1"	"maPaaralan"
101432	"Doyong Malabago Elementary School"	""		""	"1"	"maPaaralan"
100985	"Dr. Hermogenes T. Belen Elementary School"	""		""	"1"	"maPaaralan"
101178	"Dulacac Elementary School"	""		""	"1"	"maPaaralan"
101329	"Dulag Elementary School"	""		""	"1"	"maPaaralan"
101481	"Dulag Elementary School"	""		""	"1"	"maPaaralan"
100824	"Dulao Elementary School"	""		""	"1"	"maPaaralan"
101474	"Dulig Elementary School"	""		""	"1"	"maPaaralan"
100050	"Dumalneg Elementary School"	""		""	"1"	"maPaaralan"
101762	"Dumayat Elementary School"	""		""	"1"	"maPaaralan"
101256	"Dumpay Elementary School"	""		""	"1"	"maPaaralan"
100707	"Dunglayan Elementary School"	""		""	"0-1"	"maPaaralan"
102029	"Dungon Integrated School"	""	"Dungon Elementary School"	""	"1-2"	"maPaaralan"
100221	"Dupitac Elementary School"	""		""	"1"	"maPaaralan"
101682	"Duplac Elementary School"	""		""	"1"	"maPaaralan"
101107	"Duplas Elementary School"	""		""	"1"	"maPaaralan"
101316	"Dupo Elementary School"	""		""	"1"	"maPaaralan"
102199	"E.F. Siazon Memorial Elementary School"	""	"La Paz Elementary School"	""	"0-1"	"maPaaralan"
101924	"East Central Elementary School"	""		""	"1"	"maPaaralan"
102157	"East Central Integrated School"	""		""	"0-3"	"maPaaralan"
101934	"East Central School"	""		""	"1"	"maPaaralan"
101987	"East Central School"	""		""	"1"	"maPaaralan"
101631	"East Central School"	""		""	"1"	"maPaaralan"
101446	"Eguia Elementary School"	""		""	"1"	"maPaaralan"
100256	"Eladio V. Barangan Memorial Elementary School"	""	"San Isidro Elementary School"	""	"1"	"maPaaralan"
150017	"Elizabeth Elementary School"	""	"Elizabeth Primary School"	""	"1"	"maPaaralan"
100144	"Elizabeth Elementary School"	""	"Cabaroan Elementary School"	""	"1"	"maPaaralan"
100121	"Elizabeth-Lanas Elementary School"	""		""	"1"	"maPaaralan"
101423	"Elpidio P. Roy Elementary School"	""	"Gabon Elementary School"	""	"1"	"maPaaralan"
101819	"Embarcadero Elementary School"	""		""	"1"	"maPaaralan"
102058	"Ernesting Gonzales Central School"	""	"Santo Tomas Central School"	""	"1"	"maPaaralan"
100145	"Escoda Elementary School"	""	"Colao Primary School"	""	"1"	"maPaaralan"
101731	"Esmeralda Elementary School"	""		""	"1"	"maPaaralan"
100296	"Esperanza Elementary School"	""	"Esperanza Primary School"	""	"1"	"maPaaralan"
102083	"Esperanza Elementary School"	""		""	"1"	"maPaaralan"
102030	"Esperanza Integrated School"	""	"Esperanza Elementary School"	""	"0-3"	"maPaaralan"
100131	"Espiritu Elementary School"	""	"Gabun Elementary School"	""	"1"	"maPaaralan"
100222	"Estancia Elementary School"	""		""	"1"	"maPaaralan"
101349	"Estanza Elementary School"	""		""	"1"	"maPaaralan"
101497	"Estanza Elementary School"	""		""	"1"	"maPaaralan"
100297	"Ester Elementary School"	""		""	"1"	"maPaaralan"
101835	"Eulogio Arciaga Elementary School"	""		""	"1"	"maPaaralan"
151009	"Eulogio Clarence M. De Guzman, Jr. Elementary School"	""		""	"1"	"maPaaralan"
100181	"Evangelista Elementary School"	""		""	"1"	"maPaaralan"
102070	"Evangelista Elementary School"	""		""	"1"	"maPaaralan"
102084	"Evangelista Elementary School"	""		""	"1"	"maPaaralan"
100312	"F. Camaquin Integrated School"	""		""	"1"	"maPaaralan"
100146	"F. Daquioag Memorial Elementary School"	""	"Alabaan Elementary School"	""	"1"	"maPaaralan"
102208	"Faustino Reyes Memorial Elementary School"	""	"Rioeng Elementary School"	""	"0-1"	"maPaaralan"
102164	"Federico N. Ceralde Integrated School"	""	"Bonuan-Binloc Elementary School"	""	"0-3"	"maPaaralan"
100147	"Ferdinand Elementary School"	""		""	"1"	"maPaaralan"
101097	"Fernando Elementary School"	""		""	"1"	"maPaaralan"
100257	"Filipinas East Elementary School"	""	"Filipinas Elementary School"	""	"0-1"	"maPaaralan"
150022	"Filipinas West Elementary School"	""		""	"1"	"maPaaralan"
100726	"Flora Elementary School"	""		""	"1"	"maPaaralan"
101965	"Florencio P. Guzon Elementary School"	""	"Santa Ana Elementary School"	""	"1"	"maPaaralan"
102275	"Florentino B. Goce Community School"	""	"Macalong Elementary School"	""	"1"	"maPaaralan"
102085	"Flores Elementary School"	""		""	"1"	"maPaaralan"
101952	"Flores Integrated School"	""	"Flores Elementary School"	""	"0-3"	"maPaaralan"
100148	"Fortuna Elementary School"	""		""	"1"	"maPaaralan"
101120	"Francia Sur Elementary School"	""		""	"1"	"maPaaralan"
100122	"Francisco Elementary School"	""	"Surrate Elementary School"	""	"1"	"maPaaralan"
100457	"Fuerte Elementary School"	""		""	"1"	"maPaaralan"
100570	"Gregorio del Pilar Central School"	""		""	"1"	"maPaaralan"
102209	"Gabaldon Elementary School"	""		""	"0-1"	"maPaaralan"
100202	"Gabaldon Elementary School"	""		""	"1"	"maPaaralan"
100632	"Gabao Elementary School"	""		""	"0-1"	"maPaaralan"
102190	"Gabu Elementary School"	""		""	"0-1"	"maPaaralan"
100029	"Gabut Elementary School"	""		""	"1"	"maPaaralan"
101350	"Gagaban Elementary School"	""		""	"1"	"maPaaralan"
101447	"Gais Guipe Elementary School"	""		""	"1"	"maPaaralan"
101683	"Galarin Elementary School"	""		""	"1"	"maPaaralan"
100571	"Galimuyod Central School"	""		""	"1"	"maPaaralan"
100825	"Gallano Elementary School"	""		""	"1"	"maPaaralan"
100847	"Galongen Elementary School"	""		""	"1"	"maPaaralan"
100168	"Gamaban Elementary School"	""		""	"1"	"maPaaralan"
102243	"Gamata Elementary School"	""		""	"1"	"maPaaralan"
100004	"Ganagan Elementary School"	""		""	"1"	"maPaaralan"
100771	"Garitan Community School"	""	"Saint Marguerite' School"	""	"0-1"	"maPaaralan"
100149	"Garnaden Elementary School"	""		""	"1"	"maPaaralan"
101238	"Garrita Elementary School"	""		""	"1"	"maPaaralan"
101562	"Gatang Elementary School"	""		""	"1"	"maPaaralan"
101330	"Gayaman Elementary School"	""		""	"1"	"maPaaralan"
100223	"Gayamat Primary School"	""		""	"1"	"maPaaralan"
101140	"Gayusan Elementary School"	""		""	"0-1"	"maPaaralan"
102168	"General Gregorio del Pilar Elementary School"	""		""	"1"	"maPaaralan"
100896	"General Prim Elementary School"	""		""	"1"	"maPaaralan"
101541	"Genaro Armas Elementary School"	""	"Genaro Armas Memorial School"	""	"1"	"maPaaralan"
150011	"Godogod Elementary School"	""	"Godogod Primary School"	""	"1"	"maPaaralan"
101618	"Golden Elementary School"	""		""	"1"	"maPaaralan"
100263	"Golgol Elementary School"	""		""	"1"	"maPaaralan"
101563	"Goliman Elementary School"	""		""	"1"	"maPaaralan"
102106	"Gonzales Elementary School"	""		""	"1"	"maPaaralan"
101121	"Gonzales Primary School"	""		""	"1"	"maPaaralan"
102005	"Gonzalo Elementary School"	""		""	"1"	"maPaaralan"
102031	"Gorgordion Elementary School"	""		""	"1"	"maPaaralan"
100790	"Governor Evaristo Singson II Memorial Elementary School"	""		""	"1"	"maPaaralan"
101351	"Goyoden Elementary School"	""		""	"1"	"maPaaralan"
101698	"Gualsic Elementary School"	""		""	"1"	"maPaaralan"
100298	"Gubang Elementary School"	""		""	"0-1"	"maPaaralan"
101632	"Gueguesangen Elementary School"	""		""	"1"	"maPaaralan"
101813	"Gueguesangen Integrated School"	""	"Gueguesangen Elementary School"	""	"0-3"	"maPaaralan"
102259	"Guelew Integrated School"	""	"Guelew Elementary School"	""	"1-2"	"maPaaralan"
100923	"Guerrero Elementary School"	""		""	"1"	"maPaaralan"
101498	"Guesang Elementary School"	""		""	"1"	"maPaaralan"
101814	"Guesang Elementary School"	""		""	"1"	"maPaaralan"
101376	"Gueset Elementary School"	""		""	"1"	"maPaaralan"
100986	"Guesset Elementary School"	""		""	"1"	"maPaaralan"
101684	"Gueteb Elementary School"	""		""	"1"	"maPaaralan"
101879	"Guiling-Coliling Elementary School"	""		""	"1"	"maPaaralan"
100339	"Guilong Primary School"	""	"Lap-angan Primary School"	""	"1"	"maPaaralan"
100375	"Guimod Elementary School"	""		""	"0-1"	"maPaaralan"
100848	"Guinabang Elementary School"	""		""	"1"	"maPaaralan"
100881	"Guinaburan Elementary School"	""		""	"1"	"maPaaralan"
101699	"Guinawedan Elementary School"	""		""	"1"	"maPaaralan"
100242	"Gulpeng Primary School"	""		""	"0-1"	"maPaaralan"
101012	"Gumot Elementary School"	""		""	"1"	"maPaaralan"
101907	"Gumot Elementary School"	""		""	"1"	"maPaaralan"
100708	"Gusing Elementary School"	""		""	"0-1"	"maPaaralan"
100987	"Gusing Elementary School"	""		""	"1"	"maPaaralan"
101390	"Hacienda Elementary School"	""		""	"1"	"maPaaralan"
101122	"Halog East Elementary School"	""		""	"1"	"maPaaralan"
101123	"Halog West Elementary School"	""		""	"1"	"maPaaralan"
101854	"Haway Elementary School"	""		""	"1"	"maPaaralan"
101293	"Hermoza Elementary School"	""		""	"1"	"maPaaralan"
100132	"Hilaria Salvatierra Memorial Elementary School"	""	"Lumbad Elementary School"	""	"1"	"maPaaralan"
100096	"Hilario Valdez Memorial Elementary School"	""		""	"1"	"maPaaralan"
101564	"Iba Elementary School"	""		""	"1"	"maPaaralan"
151520	"Ican Elementary School"	""	"Ican Primary School"	""	"1"	"maPaaralan"
100750	"Ida Elementary School"	""	"Ida Primary School"	""	"0-1"	"maPaaralan"
101433	"Idoldol Elementary School"	""	"Idoldol-Macaraeg Elementary School"	""	"1"	"maPaaralan"
101273	"Idong-Inanlorenza Elementary School"	""		""	"1"	"maPaaralan"
102229	"Ignacio Centeno Elementary School"	""	"Cobol Elementary School"	""	"1"	"maPaaralan"
101408	"Ilio-ilio Elementary School"	""		""	"1"	"maPaaralan"
101026	"Ilocanos Elementary School"	""		""	"1"	"maPaaralan"
101352	"Ilog-Malino Elementary School"	""		""	"1"	"maPaaralan"
101869	"Imbalbalatong Elementary School"	""		""	"1"	"maPaaralan"
101211	"Imbo Elementary School"	""		""	"1"	"maPaaralan"
100067	"Imelda Elementary School"	""		""	"1"	"maPaaralan"
100150	"Imelda Elementary School"	""		""	"1"	"maPaaralan"
100826	"Immalog Elementary School"	""		""	"1"	"maPaaralan"
101013	"Inabaan Elementary School"	""		""	"1"	"maPaaralan"
101797	"Inamotan Elementary School"	""		""	"1"	"maPaaralan"
101179	"Inerangan Elementary School"	""		""	"1"	"maPaaralan"
101464	"Infanta Integrated School"	""	"Infanta Central School"	""	"1"	"maPaaralan"
101294	"Inirangan Elementary School"	""	"Inerangan Elementary School"	""	"1"	"maPaaralan"
101820	"Inlambo Elementary School"	""		""	"1"	"maPaaralan"
102032	"Inmalog Elementary School"	""		""	"1"	"maPaaralan"
101908	"Inmalog Norte Elementary School"	""		""	"1"	"maPaaralan"
101785	"Inmanduyan Elementary School"	""	"Cascalinta Elementary School"	""	"1"	"maPaaralan"
101870	"Inoman Elementary School"	""		""	"1"	"maPaaralan"
101732	"Irenio L. Guieb, Sr. Elementary School"	""		""	"1"	"maPaaralan"
100313	"Isic-isic Elementary School"	""		""	"1"	"maPaaralan"
102244	"Isla Elementary School"	""		""	"1"	"maPaaralan"
100475	"Iteb Primary School"	""		""	"0-1"	"maPaaralan"
101565	"J.C. Macaranas Elementary School"	""		""	"1"	"maPaaralan"
101619	"Jimenez Elementary School"	""		""	"1"	"maPaaralan"
101552	"Jorge C. de Vera Elementary School"	""	"Taloyan Elementary School"	""	"1"	"maPaaralan"
153507	"Jose Macam Paningbatan, Sr. Elementary School"	""		""	"1"	"maPaaralan"
101925	"Jose N. Juguilon Elementary School"	""	"Colisao Elementary School"	""	"1"	"maPaaralan"
100791	"Jose Singson Elementary School"	""		""	"1"	"maPaaralan"
101449	"Juan Bustamante Elementary School"	""	"Magsaysay Elementary School"	""	"1"	"maPaaralan"
101953	"Juan C. Laya Memorial School"	""	"San Manuel Center"	""	"1"	"maPaaralan"
102149	"Juan L. Siapno Elementary School"	""		""	"1"	"maPaaralan"
101145	"Juan Niño Elementary School"	""	"Sabangan Norte Elementary School"	""	"0-1"	"maPaaralan"
102181	"Juan P. Guadiz Elementary School"	""		""	"1"	"maPaaralan"
153506	"Julian Valerio Resuello Elementary School"	""		""	"1"	"maPaaralan"
101141	"Justice Potenciano P. Pecson Elementary School"	""	"Dangley Primary School"	""	"0-1"	"maPaaralan"
101475	"Kadampat Elementary School"	""		""	"1"	"maPaaralan"
100521	"Kakaldingan Primary School"	""		""	"1"	"maPaaralan"
100353	"Kalumsing Elementary School"	""		""	"0-1"	"maPaaralan"
100647	"Katipunan Primary School"	""		""	"1"	"maPaaralan"
101750	"Ketegan Elementary School"	""		""	"1"	"maPaaralan"
100338	"Kiat Elementary School"	""		""	"1"	"maPaaralan"
100751	"Kiblongan Primary School"	""		""	"0-1"	"maPaaralan"
100572	"Kilang Primary School"	""		""	"1"	"maPaaralan"
100753	"Kinapian Elementary School"	""	"Kinapian Community School"	""	"0-1"	"maPaaralan"
150521	"Kinayad Primary School"	""		""	"1"	"maPaaralan"
100573	"Kinmarin Primary School"	""		""	"1"	"maPaaralan"
100752	"Kinpatubbog Primary School"	""		""	"1"	"maPaaralan"
101733	"Kita-Kita Elementary School"	""		""	"1"	"maPaaralan"
101988	"Kulangew Elementary School"	""		""	"1"	"maPaaralan"
102136	"La Paz Elementary School"	""		""	"1"	"maPaaralan"
102086	"La Paz Elementary School"	""		""	"1"	"maPaaralan"
151008	"La Union Special School for Culture and Arts"	""		""	"3"	"maPaaralan"
102033	"Labayug Elementary School"	""		""	"1"	"maPaaralan"
100942	"Labbon Elementary School"	""		""	"1"	"maPaaralan"
102297	"Labit East Elementary School"	""		""	"1"	"maPaaralan"
102137	"Labit Elementary School"	""		""	"1"	"maPaaralan"
102298	"Labit West Elementary School"	""		""	"1"	"maPaaralan"
101935	"Labney Elementary School"	""		""	"1"	"maPaaralan"
100600	"Labnig Elementary School"	""		""	"1"	"maPaaralan"
101476	"Labrador Central School"	""		""	"1"	"maPaaralan"
102006	"Labuan Elementary School"	""		""	"1"	"maPaaralan"
100030	"Labut Elementary School"	""		""	"1"	"maPaaralan"
101954	"Laclac Chayao School"	""		""	"1"	"maPaaralan"
101051	"Lacong Elementary School"	""		""	"1"	"maPaaralan"
151005	"Lacong Elementary School – Annex"	""		"Lacong Elementary School"	"1"	"maPaaralan"
100068	"Lading Elementary School"	""		""	"1"	"maPaaralan"
100224	"Lagandit Elementary School"	""		""	"1"	"maPaaralan"
102007	"Lagasit Elementary School"	""		""	"1"	"maPaaralan"
100727	"Lagatit Elementary School"	""		""	"1"	"maPaaralan"
102210	"Lagui-Sail Elementary School"	""		""	"0-1"	"maPaaralan"
101391	"Laguit Centro Elementary School"	""		""	"1"	"maPaaralan"
101392	"Laguit Padilla Elementary School"	""		""	"1"	"maPaaralan"
100476	"Lamag Elementary School"	""		""	"0-1"	"maPaaralan"
100477	"Lamagan Primary School"	""		""	"0-1"	"maPaaralan"
101620	"Lambayan Elementary School"	""		""	"1"	"maPaaralan"
101353	"Lambes Elementary School"	""		""	"1"	"maPaaralan"
102299	"Lananpin Elementary School"	""		""	"1"	"maPaaralan"
100051	"Lanao Elementary School"	""		""	"1"	"maPaaralan"
101821	"Lanas Elementary School"	""		""	"1"	"maPaaralan"
100354	"Lancuas Elementary School"	""		""	"0-1"	"maPaaralan"
101180	"Landoc Elementary School"	""		""	"1"	"maPaaralan"
100113	"Langayan Elementary School"	""		""	"1"	"maPaaralan"
101274	"Langiran Elementary School"	""	"Langiran-Macayocayo Elementary School"	""	"1"	"maPaaralan"
100441	"Langlangca Elementary School"	""		""	"0-1"	"maPaaralan"
100522	"Lanipao Elementary School"	""	"Lanipao Primary School"	""	"1"	"maPaaralan"
100672	"Lantag Elementary School"	""	"Lantag Primary School"	""	"0-1"	"maPaaralan"
101700	"Laoac Elementary School"	""		""	"1"	"maPaaralan"
101865	"Laoac Elementary School"	""		""	"1"	"maPaaralan"
102191	"Laoag Central Elementary School"	""		""	"0-1"	"maPaaralan"
100728	"Laoingen Elementary School"	""		""	"1"	"maPaaralan"
101477	"Laois Elementary School"	""		""	"1"	"maPaaralan"
101955	"Lapalo Elementary School"	""		""	"1"	"maPaaralan"
100539	"Lapting Elementary School"	""		""	"1"	"maPaaralan"
100772	"Las-ud Elementary School"	""		""	"1"	"maPaaralan"
100031	"Lasien School"	""		""	"1"	"maPaaralan"
101507	"Lasip Elementary School"	""		""	"1"	"maPaaralan"
102158	"Lasip Grande Elementary School"	""		""	"1"	"maPaaralan"
100709	"Laslasong Elementary School"	""		""	"0-1"	"maPaaralan"
102071	"Lawak Elementary School"	""		""	"1"	"maPaaralan"
101602	"Lawak-Langka Elementary School"	""	"Lawak-Langka Primary School"	""	"1"	"maPaaralan"
102300	"Lazaga Elementary School"	""		""	"1"	"maPaaralan"
101786	"Lebueg Elementary School"	""		""	"1"	"maPaaralan"
101645	"Leet Elementary School"	""		""	"1"	"maPaaralan"
102064	"Legaspi Elementary School"	""		""	"1"	"maPaaralan"
101066	"Legleg Elementary School"	""		""	"1"	"maPaaralan"
101926	"Lekep Elementary School"	""		""	"1"	"maPaaralan"
101798	"Lelemaan Elementary School"	""		""	"1"	"maPaaralan"
102166	"Leon-Francisco Maramba Elementary School"	""		""	"1"	"maPaaralan"
101124	"Leones Elementary School"	""		""	"1"	"maPaaralan"
101566	"Lepa Elementary School"	""		""	"1"	"maPaaralan"
102138	"Lepanto Elementary School"	""		""	"1"	"maPaaralan"
151001	"Lettac Norte Elementary School"	""		""	"1"	"maPaaralan"
101894	"Li Seng Giap Elementary School"	""	"Li Seng Giap Memorial Community School"	""	"1"	"maPaaralan"
100478	"Libang Elementary School"	""		""	"0-1"	"maPaaralan"
102245	"Libas Elementary School"	""		""	"1"	"maPaaralan"
100864	"Libbo Elementary School"	""	"Libbo Primary School"	""	"1"	"maPaaralan"
102065	"Libertad Elementary School"	""		""	"1"	"maPaaralan"
100225	"Libnaoan Elementary School"	""		""	"1"	"maPaaralan"
101482	"Libsong Elementary School"	""		""	"1"	"maPaaralan"
100773	"Libtong Community School"	""	"Libtong Integrated School"	""	"1"	"maPaaralan"
100936	"Libtong Integrated School"	""	"Libtong Elementary School"	""	"1"	"maPaaralan"
100340	"Licungan Elementary School"	""		""	"1"	"maPaaralan"
100355	"Lidaoan Primary School"	""		""	"0-1"	"maPaaralan"
100356	"Lidlidda North Central School"	""		""	"0-1"	"maPaaralan"
100357	"Lidlidda South Central School"	""		""	"0-1"	"maPaaralan"
101080	"Liguay Elementary School"	""		""	"1"	"maPaaralan"
102231	"Lilimasan Elementary School"	""		""	"1"	"maPaaralan"
100243	"Liliputen Elementary School"	""		""	"1"	"maPaaralan"
101125	"Linapew Elementary School"	""		""	"1"	"maPaaralan"
101483	"Lingayen I Central School"	""		""	"1"	"maPaaralan"
100673	"Linggawa Primary School"	""		""	"1"	"maPaaralan"
100376	"Lingsat Elementary School"	""	"Lingsat Community School"	""	"0-1"	"maPaaralan"
101027	"Lingsat Elementary School"	""		""	"1"	"maPaaralan"
236001	"Linmansangan Elementary School"	""		""	"1"	"maPaaralan"
101773	"Linmansangan Elementary School"	""		""	"1"	"maPaaralan"
101584	"Linmansangan Elementary School"	""		""	"1"	"maPaaralan"
101331	"Linoc Elementary School"	""		""	"1"	"maPaaralan"
100937	"Linuan Elementary School"	""		""	"1"	"maPaaralan"
100988	"Lioac Elementary School"	""	"Lioac Community School"	""	"1"	"maPaaralan"
100279	"Lipay Elementary School"	""		""	"1"	"maPaaralan"
100314	"Lipay Elementary School"	""		""	"1"	"maPaaralan"
102121	"Lipay Elementary School"	""		""	"1"	"maPaaralan"
101052	"Lipay Integrated School"	""	"Lipay Elementary School"	""	"0-3"	"maPaaralan"
101799	"Lipit Elementary School"	""		""	"1"	"maPaaralan"
100411	"Lipit Elementary School"	""		""	"1"	"maPaaralan"
101927	"Lipit-Tomeeng Elementary School"	""		""	"1"	"maPaaralan"
100479	"Liqueo Primary School"	""		""	"0-1"	"maPaaralan"
100943	"Liquicia Integrated School"	""	"Liquicia Elementary School"	""	"0-3"	"maPaaralan"
101354	"Liwa-liwa Integrated School"	""		""	"1"	"maPaaralan"
101126	"Lloren Elementary School"	""		""	"1"	"maPaaralan"
101936	"Lobong Elementary School"	""		""	"1"	"maPaaralan"
101542	"Lokeb Este Elementary School"	""		""	"1"	"maPaaralan"
101543	"Lokeb Norte Elementary School"	""		""	"1"	"maPaaralan"
101544	"Lokeb Sur Elementary School"	""		""	"1"	"maPaaralan"
101956	"Lomboy Elementary School"	""		""	"1"	"maPaaralan"
101317	"Lomboy Elementary School"	""		""	"1"	"maPaaralan"
102176	"Lomboy Elementary School"	""		""	"1"	"maPaaralan"
102140	"Lomboy Elementary School"	""		""	"1"	"maPaaralan"
101053	"Lon-oy Elementary School"	""		""	"1"	"maPaaralan"
100754	"Longboy Elementary School"	""	"Longboy Primary School"	""	"0-1"	"maPaaralan"
101434	"Longos Elementary School"	""		""	"1"	"maPaaralan"
101928	"Longos Elementary School"	""		""	"1"	"maPaaralan"
101929	"Longos Proper Elementary School"	""		""	"1"	"maPaaralan"
100978	"Lower Bimmotobot Elementary School"	""		""	"1"	"maPaaralan"
100870	"Lower Wallayan Elementary School"	""		""	"1"	"maPaaralan"
101239	"Luac Elementary School"	""	"Lambes Elementary School"	""	"1"	"maPaaralan"
100692	"Luba Elementary School"	""		""	"0-1"	"maPaaralan"
100391	"Lubing Elementary School"	""	"Lubing Primary School"	""	"1"	"maPaaralan"
101067	"Lubing Elementary School"	""		""	"1"	"maPaaralan"
100315	"Lubnac Elementary School"	""		""	"1"	"maPaaralan"
100755	"Lubnac Elementary School"	""		""	"0-1"	"maPaaralan"
102088	"Lubong Elementary School"	""		""	"0-1"	"maPaaralan"
102150	"Lucao Elementary School"	""		""	"1"	"maPaaralan"
101181	"Lucap Elementary School"	""		""	"1"	"maPaaralan"
100574	"Lucbuban Primary School"	""		""	"1"	"maPaaralan"
101355	"Lucero Elementary School"	""		""	"1"	"maPaaralan"
101356	"Luciente I Elementary School"	""		""	"1"	"maPaaralan"
101357	"Luciente II Elementary School"	""		""	"1"	"maPaaralan"
102008	"Lumayao Integrated School"	""	"Lumayao Elementary School"	""	"1-2"	"maPaaralan"
